created_at,content
2012-02-04T13:43:24,In auto naar zevenhuizen
2012-02-04T13:43:24,Gedouched x
2012-02-04T13:43:28,"Ik snap hun lol niet, hele tijd willen ze lachen ?"
2012-02-04T13:43:29,@hanung_oke wauw.
2012-02-04T13:43:29,Klaarmaken voor volleybal
2012-02-04T13:43:30,terecht douchheee
2012-02-04T13:43:34,@sumapan77 なんというKENZEN！(*^q^*)w
2012-02-04T13:43:34,Nikki en ik gaan schaatsen doei
2012-02-04T13:43:34,@B4905_DW nyebelin!!!
2012-02-04T13:43:35,"RT @DaMatthijs_ @xnoelkapteijns dit meen je niet.. HAHAHA, je kent m niet // Niet haten, ze kent @YStijd ook niet toch (:"
2012-02-04T13:43:35,RT @Jesse055: RT @Ram0n_S RT @stijnnnn95: Mooie wedstrijd.. Arsenal- blackburn
2012-02-04T13:43:36,HERO ♪  今日の曲 凄い好きなのばっかり(*ToT) 久々聞けて 幸せ～(＞ω&lt;)/。・゜゜・
2012-02-04T13:43:36,RT @CalyKenessa: Départ Paris-Berlin! #happy
2012-02-04T13:43:37,"RT @zinnentjesx: ik mis het klein kind zijn, geschaafde knieën zijn makkelijker te fixen dan een gebroken hart."
2012-02-04T13:43:37,DOPExDMND: [Video] Beats TV Presents: ScHoolboy Q http://t.co/lXXRYp8B
2012-02-04T13:43:38,i am dating zach efron ok?
2012-02-04T13:43:42,我在Burberry(東方廣場店)。 http://t.co/WthItKyB
2012-02-04T13:43:42,Open deur dienst in Ontmoetingskerk: GORREDIJK In de Ontmoetingskerk van Gorredijk wordt zondag 5 fe... http://t.co/3tJ8msWo #Heerenveen
2012-02-04T13:43:43,Aaaii nieuwe bb
2012-02-04T13:43:44,Wiskunde bijna klaar:)) dan natuurkunde nog -.-'
2012-02-04T13:43:44,"Kendine eye-liner cekemeyen kizin drami, aglatir"
2012-02-04T13:43:45,"RT @bniiceeee: ""@iDjerr: Op 14O2, gaan die geforceerde relaties komen.""-hahah je bent lastig • Woeleh is zo =$"
2012-02-04T13:43:48,En me moeder+zusje zijn thuis-___-'
2012-02-04T13:43:48,"Gewonnen wedstrijd nu, leg er nog maar 3 in robin!"
2012-02-04T13:43:49,"(˘̩-˘) RT ""@fiendtari: Mcu too ( '́⌣'̀)/(˘з˘̩) :p RT @puterisophia: Micuuuu (˘̩-˘)"""""
2012-02-04T13:43:50,@TheRealMaiMai Alven http://t.co/DZz2Fvsk
2012-02-04T13:43:53,RT @JYPentSalahGaul: #PendapatLo stylenya wondergirls?
2012-02-04T13:43:53,@KelleherDavid @AngelGM92 luchaaaa!!!!!! XD
2012-02-04T13:43:54,Ochsenfurt / Würzburg http://t.co/C2GpMrIb
2012-02-04T13:43:55,Helemaal klaar! Nu gezellig met mariss chillen!
2012-02-04T13:43:57,Wat een missie... :schaatsen op zolder vinden...resultaat:nog steeds niet gevonden..grrr
2012-02-04T13:43:58,"Even warme chocolade melk drinken , en dan weer schaatsen :)"
2012-02-04T13:44:04,"Zal k beats oordoppen kopen, 169 €.."
2012-02-04T13:44:04,Richting kappertjee
2012-02-04T13:44:05,Ik krijg steeds een melding van AVG dat Firefox teveel geheugen vreet? Sinds wanneer?
2012-02-04T13:44:06,RT @amberxbaby: Hoe ga ik zonder m'n blackberry redden?« Uhm... niet
2012-02-04T13:44:10,Ik mis weer 3 goals ... Nu maar weer kijken
2012-02-04T13:44:13,Beetje gamen met @gerjan1000
2012-02-04T13:44:14,oke kga denk ik gewoon makkelijk doen
2012-02-04T13:44:15,me ouders gaan zo weg en komen morgen pas weer terug =D
2012-02-04T13:44:15,Zo schaatsen w/ Mandy x
2012-02-04T13:44:15,@Nachiyumi4032 Luebbers http://t.co/FiAnmOnD
2012-02-04T13:44:15,naar soest fietsen & bevriezen & paardje knuffel geven & dan weer terug (: #weg
2012-02-04T13:44:16,@xjennamartens haha sorry :) moest je mij maar nie op je bb laten ;) #loveyou&lt;3
2012-02-04T13:44:17,Akward
2012-02-04T13:44:17,"RT @dj_event_7716: 【拡散希望2】
open/start 18:30 adv/¥2.000 door/¥2.500DJs/nanairoCREW
予約はリプライでも受付けています！！アフターパーティーを22:30からイマージュカフェでやります！出演者がD ..."
2012-02-04T13:44:17,Robin word nu half dood geschopt
2012-02-04T13:44:21,"En dat is rood! Na een tackel op van persie. Zag er niet heel ernstig uit, maar wel met de zogenoemde 'twee beentjes' #arsbla"
2012-02-04T13:44:24,アンリエッタ女王巧みな言い回しw　#zerotuka
2012-02-04T13:44:25,Givet wat een strijder ahahah #rood
2012-02-04T13:44:27,Ow whahah roepen ze om dat de machinist er nog niet is whahha=P dus komt niet door de sneeuw=P!
2012-02-04T13:44:28,@benthepip @marvin441 Samsung star faalt eigenlijk best wel.
2012-02-04T13:44:30,Oke ik moet nog 5dagen met 5belminuten xd
2012-02-04T13:44:31,zo maar even warme kleren aandoen &dan richting de ijsbaan!
2012-02-04T13:44:34,Kloop 1 minuut in de smow me voete voelen nu al koud aan
2012-02-04T13:44:36,"Wejoo, de bb van @ideleeetx loopt best veel vast"
2012-02-04T13:44:38,@StefanBattum @ramonwesseling hoe veel kost schaatsen huren daar?
2012-02-04T13:44:39,Shit mijn lip bloed tfoee
2012-02-04T13:44:39,Schaatsennn XX
2012-02-04T13:44:40,"@brasseriebennie Gezelligheid! Teamuitje. Wel veel, 2x #Leiden op één dag, zou @LEKmakelaars een leuk 2e huisje hebben?"
2012-02-04T13:44:40,RT @jeroen0107: @xjaaaim wrm haarlem waarom niett in #Zoetermeer la place - omdat ik in haarlem ben
2012-02-04T13:44:42,Paardjes inde sneeuw http://t.co/q1XrSfAr
2012-02-04T13:44:43,RT @GP_salabu: #一般人と俺たちとでは決定的に意味が違う 　JK
2012-02-04T13:44:43,RT @INBtje Nieuwe Track INB - 5 letters (deel3) check het op www.hiphopking.nl !
2012-02-04T13:44:43,RT @wateenmeisjewil: #wateenmeisjewil vrienden die altijd voor je klaar staan.
2012-02-04T13:44:48,@_Evianne_ gefeliciteerd (: x
2012-02-04T13:44:48,axioo :)
2012-02-04T13:44:50,Daar ging even een zaag door van Persie
2012-02-04T13:44:52,@Irsanagustian jah telat jam berapa?
2012-02-04T13:44:53,36 wedstrijden schorsing? #mijnvoorstel #givet #arsbla
2012-02-04T13:44:55,@Stanno14 valt best meee denk ik
2012-02-04T13:44:56,@xnazdarrx mijne ook! ik heb weer zin in het leven!
2012-02-04T13:44:57,@SisifoFelice Henkle http://t.co/bgjLSegZ
2012-02-04T13:44:57,okee nu met mijn schatjes♥
2012-02-04T13:45:02,RT@Lie_valen Capeknyooo (˘̩̩̩ε˘̩̩̩ƪ)
2012-02-04T13:45:04,zo honkballen
2012-02-04T13:45:04,@KaaliMinx Noooooo ;)
2012-02-04T13:45:06,"Soundos Hitte, bladeren, regen en sneeuw. Je zou denken dat de #ns de 4 jaargetijden al kent! Veel succes dag 2... http://t.co/pbo1kf78"
2012-02-04T13:45:07,Leuke schaatspret op de gracht rondom de wijk.. http://t.co/3tC5fcW1
2012-02-04T13:45:07,"@floorkohlen @JoAnnesdeBat Oke, bedankt!"
2012-02-04T13:45:12,HAPPY BIRTHDAY DUDE !!! @DreDaFutureStar
2012-02-04T13:45:13,@102_nicke 病気怖いよね!!!(ToT) 病気系のドキュメンタリーみると毎回怖えーってなる!!
2012-02-04T13:45:13,"Wauw, 57 vriendenverzoeken op facebook .."
2012-02-04T13:45:15,voel me gwn een egte meid. in de pubertijd ''$
2012-02-04T13:45:16,deze man is totaal niet grappig x_x
2012-02-04T13:45:17,"Komt me broertje van buiten af zegt hij: ""ik heb het kapot warm, zet verwarming lager"".."
2012-02-04T13:45:17,"@swaggerboysim 
kom jij dan gewoon naar huis van ghislaine"
2012-02-04T13:45:19,@VDeetje blackburn rovers
2012-02-04T13:45:20,Jus got off oovoo w/ dus .
2012-02-04T13:45:20,"Verdomme, enkel gekneusd."
2012-02-04T13:45:24,zo kijken bij hardlopen
2012-02-04T13:45:26,@biskkk Nuvallie http://t.co/UEqF49fJ
2012-02-04T13:45:26,Old school shop! (@ Pollux) http://t.co/74qRP8ml
2012-02-04T13:45:27,voetbal kijkende met me neefje
2012-02-04T13:45:28,chambrrlain is me een beest he.. wauw!
2012-02-04T13:45:29,@_biancamattos *-* eeeeeeu tbm :b
2012-02-04T13:45:31,"@hotwater11 はごつい下駄を見つけた！
賢者の靴を脱いだ！
すばやさが8下がった！
そこはかとなさが45下がった！
ごつい下駄を装備した！
すばやさが2上がった！
うさんくささが37上がった！
#lvequipchange"
2012-02-04T13:45:31,"@kayikaads u,u pengen jg dong"
2012-02-04T13:45:35,"@Darrenn___ ik heb nu wel FIFA in de PS3 gezet, en dan?"
2012-02-04T13:45:35,Tv kijken ofzo en wachten op mn broertje &schoonzus
2012-02-04T13:45:35,"Oh kiraiin, hehe RT @Hooneeeeyy: Eh beneran ko far gajadian. RT @FarraSafiraa: Booongg~ RT Hooneeeeyy: Gajadian farr( ⌣ ́_ ⌣ ̀)  RT @FarraSa"
2012-02-04T13:45:35,"En ook de 3e is binnen. Stand 2-2 nu tegen Volley Zuid, op naar die eerste overwinning dan! #dames4"
2012-02-04T13:45:38,Hooh lek.. entok B aku RT @Deni_is_Dean @Rhiezkhiesillbr lek..jerene web dinamis udh kluar y nilainy?
2012-02-04T13:45:39,"@Jill3s hahaha wow, jammer dat ik geen upc heb"
2012-02-04T13:45:40,@4uk0fF69 Denker http://t.co/VOaoF1mJ
2012-02-04T13:45:41,"Morgen heb je een underground party en challange voor dansers, me nicht gaat en ik mag niet mee -.-"
2012-02-04T13:45:44,RT @fightcancer_kwf: Vandaag Wereldkankerdag. Het moment om stil te staan bij deze vreselijke ziekte. Maar ook tijd voor actie! Wat doe  ...
2012-02-04T13:45:44,dumb-billings :))
2012-02-04T13:45:46,supergezellig gehad in maasje ♥ @amhartje
2012-02-04T13:45:49,om te werken U_U
2012-02-04T13:45:50,"""@Djessmin: #np Ed Sheeran - Autumn leaves"" jij bent wel echt heel erg gay"
2012-02-04T13:45:50,"@Lenxis Ik ook, maar het is wel gemeen:) Zo van: haha, jullie mogen lekker leren en wij niet!"
2012-02-04T13:45:55,Men haar zit echt lelijk
2012-02-04T13:45:56,@ThaaFelicio vlw ;)
2012-02-04T13:45:58,We hebben leuke cadeautjes voor @Jessiexhartje gekocht :D
2012-02-04T13:45:59,@iam613 ㅜㅜ 졌다..#charmdang
2012-02-04T13:45:59,awwwwwh #JohnAndEdwardWeLoveYou is trending &lt;3
2012-02-04T13:46:02,Wedせんせーは慈愛に満ちていらっしゃる
2012-02-04T13:46:04,@KajEwa_ hier :p maar dit is oplichterssite xd http://t.co/3veHGkcy
2012-02-04T13:46:05,aemilia lacht me gewoon uit ahah.
2012-02-04T13:46:06,"@KEIZBABY HAHA, ik heb je account gehackt teringlijer, eigendunk van jou."
2012-02-04T13:46:07,"Voou aqiiê na ruaa , venhoo jáa"
2012-02-04T13:46:07,eindelijk een broodje aan het eten
2012-02-04T13:46:08,@MaxGhielen jajoa det zowiezoe
2012-02-04T13:46:10,"Cheerio, cheerio, cheerio #awfulchallenge"
2012-02-04T13:46:12,Ik heb een @YouTube-video als 'leuk' gemarkeerd http://t.co/liX1gwCL Led Zeppelin - Kashmir (Live Video)
2012-02-04T13:46:12,@Sanne040 @marionne2205 hahaha ja die slusjpuppie zooi hoeft van mij ook niet idd :)
2012-02-04T13:46:13,@LindavanH 20 ziet er wel mooi uit buiten kinderen hebben lol voor mij is 't toch binnenblijven.All Ziggo gr va 4 uurtot 13.30alles lageruit
2012-02-04T13:46:14,@ydnacnottoc @annshana0706 terbaikk..haha. berENAM ok~ hehe
2012-02-04T13:46:14,wie zo schaatsbaan? #dalen..
2012-02-04T13:46:17,Hahahahhahahaha neefje valt op balkon met sneeuw
2012-02-04T13:46:17,waarom moet altijd ik beginnen met praten?
2012-02-04T13:46:21,De lee schaatst.    Goed fking dik. Ijs @alex_buys
2012-02-04T13:46:21,zo schaatsen met de liefste @nynkeee
2012-02-04T13:46:23,Algerijnse muziek
2012-02-04T13:46:23,[typo] http://t.co/DfKxUSN4 Matijs van Zuijlen - 2 commits
2012-02-04T13:46:28,"Niet stressen schat , krijg je rimpels :]"
2012-02-04T13:46:28,Buat tekwan ٩(×̯×)۶
2012-02-04T13:46:29,@KEIZBABY : karma is een bitch qq
2012-02-04T13:46:30,alsof het verplicht is.
2012-02-04T13:46:33,"""@JeaanKYU: Chibi...Chibi...Chibi.. ha...ha..ha.. -__-"" omoo... lawa xD"""
2012-02-04T13:46:33,lekker opwarmen. &lt;3
2012-02-04T13:46:33,Watching Friends ☺ ♥
2012-02-04T13:46:34,Haha pacman apparaat gevonden nu aan het spelen
2012-02-04T13:46:39,Heerlijk mn bed
2012-02-04T13:46:39,Bij The Forgotten vinden ze een bloedend lijk in een kofferbak. Vervolgens: hij lag er al vier maanden in. Eeeuh .. Nou ja .. laat maar.
2012-02-04T13:46:45,@Jiajiaxx ongeveer de helft van die aangekruist zijn ;p
2012-02-04T13:46:46,@WhosScottJones @theeJessicaSHOW @dba1984 @olivier11eme *vomits*
2012-02-04T13:46:48,@MaikIJpelaar @NaomivanSandijk hou eens op man xD dan komt mc en im iedereen blij xD
2012-02-04T13:46:50,RT @Top_moppen: Wanneer jongens push ups doen: 1..2...3 *knap meisje wandelt voorbij* 162...163...164.. #topmoppen
2012-02-04T13:46:50,"RT @millaxkus: Ik heb een duidelijk mening, maar ik kan ook snel van mening veranderen."
2012-02-04T13:46:55,vanavond misschien stappen
2012-02-04T13:46:56,M'n hossel zorgt dat ik leef.
2012-02-04T13:46:58,Woningbouwverenigingen? Tja daar werkte ik in de beginjaren 90. Precies de jaren van schulden tegen leningen wegstrepen bij de overheid..!!
2012-02-04T13:46:59,"Naar de paardjes, die maken tenmisnte geen ruzie !"
2012-02-04T13:47:05,@tenzigogo  AAAオンリー♪
2012-02-04T13:47:06,RT @Retweettweets__: RT als je een vriend hebt die Jesse heet!
2012-02-04T13:47:07,"Straks naar het schildmeer, schaatsen :D #mooiweer #goodlife #love"
2012-02-04T13:47:08,"""@Thom_Swagggx: @SophiePanhuis beste club van NL!"" // zeker! (l)"
2012-02-04T13:47:09,leider... http://t.co/4aCTR8fe
2012-02-04T13:47:12,@xlizeklute de schaatsebaam is vanavond van 19.00 tot 21.30 open en het is 2euro
2012-02-04T13:47:15,Vermaeleen!! sayang tiang..
2012-02-04T13:47:16,bij deems
2012-02-04T13:47:18,"Auto rijdt de rivier in (Update): PARAMARIBO – Van de politie te Uitkijk, Saramacca verneemt GFC Nieuws dat gist... http://t.co/iShhHa4A"
2012-02-04T13:47:22,RT @zoefff: Prachtig dit soort kaartjes. Ze zullen wel denken in de rest van Europa… :D http://t.co/FtnsgfFG
2012-02-04T13:47:22,Wat een wousje deze kerel rijdt gwn cabrio zonder dak NU kapot koud! http://t.co/0HgkYHqM
2012-02-04T13:47:23,Ik probeer nederlands te leren maar me ogen vallen hele tijd dicht #moe
2012-02-04T13:47:24,Eerst een nummertje trekken bij het anti discriminatie bureau #triton  http://t.co/JpJee3ry
2012-02-04T13:47:24,人気の女性は前日もしくは朝１番の１０時と同時にご予約ラッシュでご案内枠が埋まってしまいます。!http://www.tachikawa-ring.jp/recruit.html
2012-02-04T13:47:28,عـزيزي الـسـنقـل إدعـي معاي:  عـسى كـل من قـآم يـكـلـم حَـبـيـبـه تـنـقـطع الـشـبكـه ! #Ameeen=))&gt;=) ! #LOL”
2012-02-04T13:47:32,RT @VanwijkAlex: @Vanny_RPC die guy speelt de benen van ze tegenstander • Jaa ik weet
2012-02-04T13:47:36,Mark Zuckerberg
2012-02-04T13:47:37,Met kaak pijn en rug pijn.. Even 10 jongetjes van 10 jaar laten dansen waaronder 1 zijn been gebroken heeft#hmmmzzz
2012-02-04T13:47:39,RT @whatshername96: #ебатькакялюблю Green Day
2012-02-04T13:47:40,@iWesleyVR ik niet
2012-02-04T13:47:40,"omg jy voelt je zooo hooog he, =s"
2012-02-04T13:47:40,Wat een idioot die givet van blackburn met twee benen inkomen #arsenal - #blackburn
2012-02-04T13:47:44,@kimmieroxs wanneer gaan jullie erin? wil natuurlijk nog wel afscheid nemen van je oude huisje
2012-02-04T13:47:44,Onze wasboxen zijn ook open. Natuurlijk met vloerverwarming. Net als onze verwarmde hal. Altijd mogelijk uw auto te wassen #iCleanEmmeloord
2012-02-04T13:47:45,Ik heb je help niet nodig !
2012-02-04T13:47:46,"RT @SykeMyers: Ik haat het als ik mensen mention & voelen zich te hoog om te antwoorden, denk je je bent 50cent??"
2012-02-04T13:47:46,@Valentinoo_ thanks dude :D
2012-02-04T13:47:47,@babyecung Birnie http://t.co/YCOglzVd
2012-02-04T13:47:48,Fokke en Sukke zijn directeur van Vestia http://t.co/pLVeUqNz #corporaties #vestia http://t.co/6z4bzsqP
2012-02-04T13:47:49,RT @xJeroeen: @GiooStb ik misschien. // weet je nog meer mensen?
2012-02-04T13:47:50,@MauraCarmel Elie http://t.co/QQXCi9wq
2012-02-04T13:47:52,@xJeskevanoo o haha ik dacht al ;p kutje
2012-02-04T13:47:54,The ox is nu al goed wauw
2012-02-04T13:47:56,@xAnneMarijee vlakbij die bushalte waar helena altijd mee nr school gaat haha
2012-02-04T13:47:57,pff weer een man door het ijs gezakt sukkel
2012-02-04T13:48:00,@IvonArnhem lange wachtrij of valt dat we'll mee?
2012-02-04T13:48:01,Net terug uit de sneeuw dan -.-'
2012-02-04T13:48:04,Beetje met de keet bouwnn.
2012-02-04T13:48:05,"#havingapartywhenrangersdie 
#havingapartywhenrangersdie 
#havingapartywhenrangersdie 
#havingapartywhenrangersdie"
2012-02-04T13:48:07,@ericvanderburg Ik heb nu niet het idee dat Nederland er veel liberaler op is geworden deze kabinetsperiode. Of doel je op 130 km?
2012-02-04T13:48:07,snapt thefuck van bio!--
2012-02-04T13:48:11,Hahaha wat is met de scheids?
2012-02-04T13:48:14,@Ja_Casper Casper we zijn 1 school bana
2012-02-04T13:48:14,"bujel=monster yeahright haha RT @gunturrbujjel: monster garden HAHA , wah makasih banget hlo ya RT @NAASYKES"
2012-02-04T13:48:14,RT @MichelleRoest @lieke_rondhuis waarom zou je je schuldig voelen? Je hoeft me niet aangestoken te hebben - nee das waar maar kdenk het wel
2012-02-04T13:48:15,:) RT @prafitriisteel: okey dah :D RT @julideasipayung: Salam kenal yaa :) RT @prafitriisteel: hehe okey deh :D ... http://t.co/Ja17nZmE
2012-02-04T13:48:15,Ben jarig en wat krijg ik een samsung chat #blijmee
2012-02-04T13:48:20,"Heerlijk zo'n vrije middag, heledag Engelse voetbal kijken.♥"
2012-02-04T13:48:22,":( RT @Zana_Deko: Date keeper speaker ""@ZSwaGz: Date keeper watcher RT Zana_Deko: Date keeper RT @ZeemTwiTz: Sat 4 Feb 2012"""
2012-02-04T13:48:24,strees dompet... Hadooohhh..!!!
2012-02-04T13:48:24,"@sanderpostma15 ja volgend weekend wel auto huren, dan verplichtingen in het zuiden :-p"
2012-02-04T13:48:26,"@mpasterkamp verkeer blijft voorlopig puinhoop daar, teveel tegelijk. Sommigen waarschuwden daar al veel eerder voor. #weinigcoördinatie"
2012-02-04T13:48:27,Inhakers binnen 1 uur = fte beschikbaar = ROI minded;) RT @Emarky: Facebook humor tussen Heineken en Douwe Egberts http://t.co/TXqxwxlW
2012-02-04T13:48:28,zometeen gaan voetballen @vvszaal
2012-02-04T13:48:29,#WeLoveProphetMohammad is trending &lt;3
2012-02-04T13:48:29,@Ibudibud Tegtmeyer http://t.co/3ZxezBMO
2012-02-04T13:48:30,@Ha4sFe4er yes you doooo. Vriendin van me zei 't ook :D
2012-02-04T13:48:30,Zo moee
2012-02-04T13:48:30,@MrsbeautifulJ Hendershot http://t.co/R0iaP4xE
2012-02-04T13:48:32,"Herbeau 6"" TOWEL RING 11160957: 6"" Towel Ring http://t.co/a2eKAnQr"
2012-02-04T13:48:34,Je blijft alleen maar janken.. Ga leven joh!
2012-02-04T13:48:36,@lorenzojova @youtube vai!! grande lorenzo!! u'r the best!!!:-)
2012-02-04T13:48:37,"@UtsuhoR は祈りの髪飾りを見つけた！
リーゼントを脱いだ！
かしこさが1下がった！
いたいたしさが8下がった！
祈りの髪飾りを装備した！
かしこさが8上がった！
体力が4上がった！
中二から僧侶に転職した！
#lvequipchange"
2012-02-04T13:48:37,@Maddhil Wiget http://t.co/PDlsthNC
2012-02-04T13:48:38,schijt hebben
2012-02-04T13:48:47,@syz625 @anipsz weyhh ape kes ngumpat ak kt timeline nie???...tnye ape???...huhu...
2012-02-04T13:48:48,jaaa het zal allemaal wel .
2012-02-04T13:48:50,@kaayleeeex hahah. Beter voor mij hihi. Weetje nog op die glijbaan? :d
2012-02-04T13:48:50,"ah,, net me knie zo'n pijn gedaan kan er naulijks meer op lopen"
2012-02-04T13:48:51,Zo net schaatsen gescoord voor de meiden :-) vanavond lekker samen uit eten #zinin
2012-02-04T13:48:51,Me rekening kan NOOOOOOOIT zo hooog zijn kan NIEEEEEEET
2012-02-04T13:48:52,"Er ligt nog 'n beetje sneeuw. Het weerhoudt de kids er niet van om keihard met de slee de bult af te roetsjen. ""vet cool mam""...! #genieten"
2012-02-04T13:48:52,@BellaeJulia why u not like SCHOOL?
2012-02-04T13:48:53,RT @xMadk: RT @Lientje_x: jeej misschien straks schaatsen met tess/ - Have fun lief xx - dankjeee x
2012-02-04T13:48:54,@Youninho_ Alz :p welk station naar waar in Nederland? thalys? of gwne trein
2012-02-04T13:48:54,RT @_thorsten_1998: Het is wel een heel mooi gezicht met die sneeuw
2012-02-04T13:48:56,me zusje zegt; als iemand wat van mij steelt ram in diegene in elkaar WHUAHAHAHA (8jaartjes he wauw)
2012-02-04T13:48:56,RT @TienerFeiten: Het vergt veel van iemand die bedrogen & belogen werd.Verwacht niet dat iemand hetzelfde is nadat je die verkeerd beha ...
2012-02-04T13:48:57,Yeaah buddy onze verwarming doet het weer  !
2012-02-04T13:48:57,"RT @loveygirl_love: @barbbaraax lol whahahahahahaahah XD ben ziek TT.TT"" ~ ahww beterschap liefiee!"
2012-02-04T13:48:58,"RT @chicotwentyfour: RT @SykeMyers: Ik haat het als ik mensen mention & voelen zich te hoog om te antwoorden, denk je je bent 50cent?"
2012-02-04T13:48:58,RT @boysengirls: dat fijne gevoel als je al heel lang naar de wc moet en je eindelijk kan #boysengirls
2012-02-04T13:49:00,Nog even naar de ijsbaan voordat we weer moeten werken!
2012-02-04T13:49:03,*laptop
2012-02-04T13:49:03,@mike5884 u in the boozer ?
2012-02-04T13:49:06,@x_Thijmeee dat typt makkelijker ofnie
2012-02-04T13:49:10,r/t Tractor lekt olie over Zwolseweg http://t.co/F0CvU3uT #deventer
2012-02-04T13:49:10,"Vanavond bij schatje @swagg_xx slapen ♥ word weer een 'nietslaap' feestje lekker weer hele nacht wakker , we zagen het gewoon licht worden !"
2012-02-04T13:49:11,@aparfarina eden buek gif dgn post gamba update :p x roti nak ajar org nak buek po dgn tumblr
2012-02-04T13:49:13,'Britse kernonderzeeër naar Falklandeilanden': LONDEN - De Britse marine stuurt een kernonderzeeër naar de Falkl... http://t.co/8OyVnCVr
2012-02-04T13:49:14,'Britse kernonderzeeër naar Falklandeilanden': LONDEN - De Britse marine stuurt een kernonderzeeër naar de Falkl... http://t.co/SLt6sjTq
2012-02-04T13:49:15,Get Well Rel &lt;3
2012-02-04T13:49:16,RT @BenKadinim: Hiçbir zaman hakettiğinizden daha azı ile yetinerek kendinize haksızlık etmeyin.
2012-02-04T13:49:17,Ik heb een @YouTube-video als 'leuk' gemarkeerdfrom @ebonyday1 http://t.co/ItwLi4Io 5 O'Clock - Ebony Day & Dylan Holland Cover
2012-02-04T13:49:23,"Een straatkachel, als vloerverwarming onder een auto weg."
2012-02-04T13:49:24,"Iyyaaa nis hahaaRT @Naaabile: nyokap gue berbakat berarti!yoih smsmRT @alisyaleliani: Enak banget nis, thanks bgt yaaaRT Naaabile: eh"
2012-02-04T13:49:24,"@dQuichotte @msikma ....overwegend blank, bevoorrecht en een verschrompeld brein van de alcohol en de junk-food."
2012-02-04T13:49:25,Het blijft leuk #sneeuwpret http://t.co/Ot01JAaV
2012-02-04T13:49:26,schaatjes gekocht
2012-02-04T13:49:29,"Errybody, errybody get gnarley."
2012-02-04T13:49:42,@MennoM96 schijt haha
2012-02-04T13:49:43,@anneliesuzannex hahahah tegen ron ookal #fml
2012-02-04T13:49:43,Vandaag avondje thuis denk ik..
2012-02-04T13:49:44,@Shaniaawynonaa grrrr kut wijf vermoord haar en pak har schoenen af hahaha xd
2012-02-04T13:49:47,RT @meliskeeeX: @_Feyenoord4ever en dit alles ben jij en nog zoveel meer!! &lt;333 http://t.co/CvtBoX8g
2012-02-04T13:49:50,RT @Lowlandscamping: Brekend!!! Wij hoorden dat mensen de wachtrij eerder hebben verlaten door met de url broncode aan de gang te gaan!  ...
2012-02-04T13:49:51,@simonesmv kan jij aan jou ouders vragen of ze je bij mij kunnen ophalen wantmijn mam zou je niet naar huis kunnen brengen ALS wegan scaatse
2012-02-04T13:49:51,"@keith327 gagh knpa"".....heheheeh"
2012-02-04T13:49:52,War dach je toen je dat zei
2012-02-04T13:49:56,Net geschaatst was echt leuk.
2012-02-04T13:49:56,Hahahaha anna heeft ruzie met een man
2012-02-04T13:49:57,@vujevicnino dubbele sokken heb ik al xd
2012-02-04T13:50:00,Onderweg naar beek met @TomBlacka @DeanDeRat @Jordiorbons en richard @waggie
2012-02-04T13:50:00,@koolskuh mag ik die lenen en als kan je cjp nummer+geboortedatum wete voor lowlands kaartjes :D
2012-02-04T13:50:01,@alexanndrediniz vlw
2012-02-04T13:50:01,Er zijn niet eens leuke mensen op de schaats baan alleen ik en fleur ;P
2012-02-04T13:50:02,#toptenarcticmonkeyssongs Riot Van
2012-02-04T13:50:05,Na al dat slopen eindelijk al dat stof uit me haar en van me af wassen
2012-02-04T13:50:05,@itachimusic Begin Fairy Tail te kijken die nieuwe is zo vet
2012-02-04T13:50:05,"@markhulstein done, maar dan kunnen mn volgers die mijnheer alsnog mn timeline inslepen door hem te mentionen."
2012-02-04T13:50:07,ben benieuwd of Nokkel nog gaat komen
2012-02-04T13:50:08,“@Rene_ggh: @EagleForce_NL Givet deed een Leeuwinnetje. #ajaADO” &lt;-- Tja...vond deze net iets heftiger nog.
2012-02-04T13:50:08,RT @emsent: Vier uur met OV van Nijmegen naar Hilversum. Rijdt er later vanmiddag iemand terug met plek voor 1 volw en 2 kind? #lift #dtv
2012-02-04T13:50:08,Bijna 2000. ;d
2012-02-04T13:50:10,RT @mohamedmsayed: ‎#WeLoveProphetMohamed‏ “يا خَيرَ مَن جاءَ الوُجودَ تَحِيَّةً” “مِن مُرسَلينَ إِلى الهُدى بِكَ جاؤوا
2012-02-04T13:50:12,@rubykarp lays out middle school @helloGiggles http://t.co/YW1KTcIk
2012-02-04T13:50:13,Thanks tweethearts! @JeansStyle @gijsdekoning @ItisIMateo @MarlonEngels @ManvandeZaak Dit wordt het dus: helaas nog even wachten.
2012-02-04T13:50:14,omg ik haat die vieze hoer van een gietema echt #bahbahbah
2012-02-04T13:50:15,Honger beter even UTRECHT CITY IN
2012-02-04T13:50:16,@Rodnyhofman ... wat heb je lieve ouders zeg ! #weesermaarzuinigop
2012-02-04T13:50:17,"Lan bu Bihter çok tepki yarattı -,- :D @mucknihat"
2012-02-04T13:50:18,Meriang!!!!gws
2012-02-04T13:50:18,Schaatyen met Fleur
2012-02-04T13:50:21,Beyın beyın beyın :)@pembetakunyaa
2012-02-04T13:50:23,RT @Ikbenhetmeisje: Respect voor mensen die vechten tegen kanker!
2012-02-04T13:50:23,Zin in vanafond
2012-02-04T13:50:30,"@maximeloves Ja, je bent een bofkont!"
